iomode,bandwidth,total_size,block_size,latency
1,5000,4294967296,131072,46.94669961929321
1,5000,4294967296,157286,40.98019981384277
1,5000,4294967296,188743,35.71854114532471
1,5000,4294967296,226492,31.015936613082886
1,5000,4294967296,271790,27.26106286048889
1,5000,4294967296,326149,22.292614459991455
1,5000,4294967296,391378,19.88025712966919
1,5000,4294967296,469654,18.945728540420532
1,5000,4294967296,563585,16.44615602493286
1,5000,4294967296,676302,15.782691240310669
1,5000,4294967296,811563,14.466717958450317
1,5000,4294967296,973875,13.539401531219482
1,5000,4294967296,1168651,14.072543382644653
1,5000,4294967296,1402381,14.014883279800415
1,5000,4294967296,1682857,13.285126686096191
1,5000,4294967296,2019429,13.285151481628418
1,5000,4294967296,2423314,11.988473415374756
1,5000,4294967296,2907977,11.321706771850586
1,5000,4294967296,3489573,10.350221872329712
1,5000,4294967296,4187488,10.268249034881592
1,5000,4294967296,5024985,9.769065856933594
1,5000,4294967296,6029983,9.315261602401733
1,5000,4294967296,7235979,9.077221155166626
1,5000,4294967296,8683175,8.609988451004028
1,5000,4294967296,10419810,8.516118288040161
1,5000,4294967296,12503772,8.55396032333374
1,5000,4294967296,15004527,8.135523796081543
1,5000,4294967296,18005432,7.927051067352295
1,5000,4294967296,21606519,7.964443922042847
1,5000,4294967296,25927823,7.767762660980225
1,5000,4294967296,31113388,7.681410789489746
1,5000,4294967296,37336065,8.016088962554932
1,5000,4294967296,44803279,7.862072229385376
1,5000,4294967296,53763934,7.7083094120025635
1,5000,4294967296,64516721,7.681313991546631
1,5000,4294967296,77420066,7.652082920074463
1,5000,4294967296,92904079,7.665142774581909
1,5000,4294967296,111484895,7.662177562713623
1,5000,4294967296,133781874,7.632218360900879
1,5000,4294967296,160538249,7.4469521045684814
1,5000,4294967296,192645898,7.655137062072754
1,5000,4294967296,231175078,7.359806776046753
1,5000,4294967296,277410094,7.4412596225738525
1,5000,4294967296,332892113,7.06233549118042
1,5000,4294967296,399470536,7.04499077796936
1,5000,4294967296,479364643,6.7537877559661865
1,5000,4294967296,575237571,7.165896892547607
1,5000,4294967296,690285086,7.285277843475342
1,5000,4294967296,828342103,7.253247261047363
1,5000,4294967296,994010524,6.983680725097656
